graphname,clust_min,clust_max,clust_mean,clust_stdev,clust_const,deg_min,deg_max,deg_mean,deg_stdev,deg_const,percent_pos,weight_min,weight_max,weight_mean,weight_stdev,weight_const,chromatic,disconnected,assortativity,avg_neighbor_deg_min,avg_neighbor_deg_max,avg_neighbor_deg_mean,avg_neighbor_deg_stdev,avg_neighbor_deg_const,avg_deg_conn_min,avg_deg_conn_max,avg_deg_conn_mean,avg_deg_conn_stdev,avg_deg_conn_const,core_min,core_max,core_mean,core_stdev,core_const,mis,clust_log_kurtosis,deg_log_kurtosis,weight_log_kurtosis,avg_neighbor_deg_log_kurtosis,avg_deg_conn_log_kurtosis,core_log_kurtosis,clust_log_abs_skew,deg_log_abs_skew,weight_log_abs_skew,avg_neighbor_deg_log_abs_skew,avg_deg_conn_log_abs_skew,core_log_abs_skew,clust_skew_positive,deg_skew_positive,weight_skew_positive,avg_neighbor_deg_skew_positive,avg_deg_conn_skew_positive,core_skew_positive,log_n,log_m,log_norm_ev1,log_norm_ev2,log_ev_ratio,clust_time,degree_time,ppos_time,weight_time,ev_time,chromatic_time,disconnected_time,assortativity_time,avg_neighbor_deg_time,avg_deg_conn_time,core_time,mis_time
g002887.zip,0,0.0952381,0.0386382,0.0269025,0,0.0125392,0.0815047,0.0361481,0.0103699,0,1,0.271242,1,0.396346,0.14189,0,0.021875,0,0.0129906,0.0325235,0.0495298,0.0390895,0.00309117,0,0.0371901,0.0431034,0.0394775,0.00134683,0,0.0125392,0.0250784,0.0243241,0.00198627,0,0.228125,1.22787,1.56713,1.72272,1.39431,1.54002,2.58809,0.30155,0.475765,0.974982,0.236477,0.618345,1.38505,1,1,1,1,1,0,5.76832,7.52023,8.38752,5.27521,3.11231,3.3e-05,8e-06,2e-06,2.9e-05,0.000111,4.6e-05,7.1e-05,3.4e-05,1.5e-05,3.8e-05,3.7e-05,2.5e-05
g002886.zip,0,0.0666667,0.0037037,0.0152708,0,0.00628931,0.0566038,0.0251572,0.0112945,0,1,0.284314,1,0.365043,0.116132,0,0.025,0,0.0318942,0.0163522,0.0487421,0.0302815,0.00604294,0,0.0284277,0.0344747,0.0308428,0.00164987,0,0.00628931,0.0188679,0.0165094,0.00356818,0,0.4375,2.83667,1.38264,2.37121,1.46638,1.46444,1.5031,1.58526,0.463244,1.2994,0.373994,0.522924,0.797184,1,1,1,1,1,0,5.07517,5.76832,7.99446,5.98496,2.0095,1.9e-05,5e-06,0,6e-06,4e-05,1.9e-05,1e-05,1.1e-05,8e-06,1e-05,1.3e-05,1.3e-05
g002885.zip,0.475508,0.477777,0.476537,0.000505463,0,0.450646,0.498266,0.474298,0.00685945,0,1,0.236242,1,0.769553,0.0770206,0,0.0977301,0,0.999854,0.473941,0.474854,0.474398,0.000123563,0,0.47409,0.47467,0.474398,7.0734e-05,0,0.450646,0.454431,0.454425,0.000127317,0,0.00315259,1.45338,1.39142,1.56591,1.41658,2.36519,6.49259,0.225296,0.0229372,0.53995,0.0399745,0.436078,3.25816,1,1,0,0,0,0,8.06212,14.6849,7.18204,1.17642,6.00562,0.2125,8.6e-05,0.003683,0.082726,0.221519,0.029731,12.6141,0.104496,0.016164,0.08768,0.017848,0.000296
g002884.zip,0,0.333333,0.0277778,0.0833333,0,0.00520833,0.0208333,0.0146265,0.00427303,0,1,0.00669002,1,0.312408,0.229417,0,0.0207254,0,0.149768,0.00694444,0.0208333,0.0157239,0.0027096,0,0.0149306,0.0168011,0.0156391,0.000738291,0,0.00520833,0.0104167,0.00955311,0.001937,0,0.445596,2.44074,1.43189,1.39307,1.63665,1.04042,1.65441,1.37699,0.532405,0.603948,0.642367,0.497191,1.02863,1,0,1,0,1,0,5.26269,5.60212,16.5593,14.423,2.13635,2e-05,5e-06,0,6e-06,4.3e-05,2e-05,9e-06,1.3e-05,9e-06,8e-06,1.3e-05,1.3e-05
g002883.zip,0,1,0.596756,0.213839,0,0.010101,0.151515,0.0684848,0.0313157,0,1,0.0306257,1,0.660852,0.236722,0,0.09,0,0.612394,0.020202,0.117845,0.0731161,0.0253212,0,0.020202,0.111833,0.0786965,0.028671,0,0.010101,0.0808081,0.0465657,0.0177786,0,0.26,1.79844,1.32255,1.21099,1.06319,1.08774,1.22844,0.692195,0.417365,0.429959,0.0739034,0.423852,0.300847,0,1,0,1,0,1,4.60517,5.826,12.2355,10.1269,2.10859,1.7e-05,4e-06,1e-06,7e-06,3.2e-05,1.6e-05,1.2e-05,1.1e-05,7e-06,9e-06,1.1e-05,9e-06
g002882.zip,0.0481036,0.077381,0.0616456,0.00778439,0,0.036036,0.0670671,0.0500501,0.00471747,0,1,1,1,1,0,1,0.018,0,-0.016363,0.0483675,0.0528435,0.0505019,0.000669159,0,0.0493069,0.0510511,0.0504832,0.000322935,0,0.036036,0.041041,0.040983,0.000344781,0,0.083,1.23251,1.41553,0,1.44772,2.07447,4.44307,0.330448,0.211786,0,0.0449245,0.891984,2.20875,1,1,1,1,0,0,6.90776,10.1266,5.21779,0.685719,4.53207,0.000164,2.1e-05,3.2e-05,0.008566,0.001071,0.000263,0.002409,0.000465,0.0001,0.000462,0.000201,8.5e-05
g002881.zip,0.0128205,0.213235,0.0903877,0.0404274,0,0.0163317,0.265075,0.0321305,0.0262165,0,1,0.142983,1,0.480171,0.112763,0,0.0138018,0,-0.0308557,0.0289842,0.094511,0.0545922,0.0106724,0,0.0357592,0.059799,0.0522538,0.00376296,0,0.0163317,0.0163317,0.0163317,0,1,0.223338,1.82739,3.1255,1.44348,1.50269,1.96567,0,0.655214,1.55711,0.367563,0.440666,0.671389,0,1,1,1,1,0,1,6.68085,9.22936,8.81444,4.89215,3.92229,7.2e-05,1.9e-05,1.4e-05,0.000201,0.000522,0.000146,0.001065,0.00022,5.2e-05,0.000192,0.000142,6.1e-05
g002880.zip,0,0.0454545,0.0102245,0.0111814,0,0.004002,0.0175088,0.01,0.00220842,0,0.497399,-1,1,-0.0052026,0.999986,0,0.005,0,-0.00789191,0.00834792,0.0122728,0.0104933,0.000506949,0,0.0101869,0.0115058,0.0105474,0.000231141,0,0.004002,0.0070035,0.00691096,0.000317087,0,0.1785,2.11419,1.35176,0.693201,1.43699,2.49369,3.28148,1.15389,0.204387,0.0103516,0.0144636,1.24787,1.69447,1,1,1,0,1,0,7.6009,9.90299,3.04056,-0.0366494,3.07721,0.000133,3.7e-05,3.6e-05,0.000379,0.001097,0.000456,0.001214,0.000444,0.000104,0.000372,0.000284,0.000185
g002879.zip,1,1,1,0,1,1,1,1,0,1,1,0.255521,1,0.471489,0.193222,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.00625,0,0,1.29597,0,0,0,0,0,0.58659,0,0,0,1,1,1,1,1,1,5.07517,9.45093,8.19234,3.52782,4.66452,7e-06,5e-06,1.7e-05,0.000234,0.000437,1e-06,0,2e-06,1e-06,1e-06,1e-06,0
g002878.zip,0,0,0,0,1,0.00218739,0.00218739,0.00218739,0,1,0.5,-1,1,0,1,0,0.000728863,0,0,0.00218739,0.00218739,0.00218739,0,1,0.00218739,0.00218739,0.00218739,0,1,0.00218739,0.00218739,0.00218739,0,1,0.5,0,0,0.693147,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7.91717,9.01578,3.77544,0.474967,3.30047,8.9e-05,4.1e-05,1e-05,0.000125,0.000662,0.00015,0.000136,0.000189,7.8e-05,0.000163,0.000102,0.000122
g002877.zip,0,0,0,0,1,2.93729e-05,0.000117492,9.46272e-05,1.96986e-05,0,1,0.384615,1,0.676312,0.307276,0,0.000117488,0,0.209838,4.40593e-05,0.000117492,9.78229e-05,1.21746e-05,0,8.07754e-05,0.000102296,9.21745e-05,8.24367e-06,0,2.93729e-05,5.87458e-05,5.87406e-05,3.89898e-07,0,0.413852,0,1.16192,0.698552,1.34767,0.927277,8.64353,0,0.258503,0.0990433,0.354275,0.152706,4.33478,1,0,1,0,0,0,10.4355,10.9122,8.11574,2.96252,5.15322,0.000971,0.000625,7.1e-05,0.00069,0.014664,0.011795,0.001276,0.001225,0.001061,0.001264,0.01061,0.003267
g002876.zip,0,0,0,0,1,0.00628931,0.0628931,0.0188679,0.010524,0,1,0.275316,1,0.415388,0.164951,0,0.025,0,-0.0531266,0.0125786,0.0628931,0.0249818,0.00755125,0,0.0194969,0.0266086,0.024238,0.00210218,0,0.00628931,0.0125786,0.0113994,0.00245479,0,0.48125,0,1.6764,1.58906,1.95239,1.51142,1.51822,0,0.755432,0.848077,0.750689,0.775625,0.956004,1,1,1,1,0,0,5.07517,5.48064,8.19555,6.17285,2.0227,1.7e-05,6e-06,0,6e-06,3.7e-05,1.7e-05,8e-06,9e-06,8e-06,8e-06,1.3e-05,1.3e-05
g002875.zip,0.72905,0.749839,0.741366,0.00557195,0,0.442177,0.454649,0.446288,0.00232234,0,0.933614,-0.047619,1,0.47612,0.309095,0,0.295583,0,-0.00415526,0.445909,0.446649,0.4463,0.00013529,0,0.446223,0.44637,0.446293,3.45266e-05,0,0.442177,0.442177,0.442177,0,1,0.00453001,1.30711,1.46033,1.02963,1.50291,1.54237,0,0.532909,0.508833,0.00020951,0.330595,0.113998,0,0,1,0,0,1,1,6.78333,12.0656,7.0467,3.32085,3.72585,0.012705,1.9e-05,0.000305,0.003402,0.015709,0.001556,0.207969,0.012075,0.000594,0.003146,0.000718,7e-05
g002874.zip,0,0.166667,0.0132275,0.0388583,0,0.00628931,0.0754717,0.0251572,0.0125983,0,1,0.401869,1,0.528724,0.163945,0,0.025,0,-0.0428772,0.0125786,0.0566038,0.0315039,0.00762022,0,0.0272537,0.0331447,0.0306108,0.001881,0,0.00628931,0.0188679,0.0158019,0.0038506,0,0.4375,2.67622,1.64137,1.86832,1.47627,1.11303,1.31828,1.48368,0.678261,1.12258,0.364642,0.410808,0.623073,1,1,1,1,0,0,5.07517,5.76832,8.03739,6.14929,1.88811,2.1e-05,5e-06,0,7e-06,4e-05,1.9e-05,1.2e-05,1.2e-05,8e-06,1e-05,1.3e-05,1.2e-05
g002873.zip,0,0,0,0,1,0.00156495,0.0219092,0.00625978,0.00309423,0,1,0.263844,1,0.380596,0.12859,0,0.0078125,0,-0.0525556,0.00312989,0.0195618,0.00791058,0.00187694,0,0.00648334,0.0101721,0.00790907,0.0008954,0,0.00156495,0.00469484,0.00404196,0.000973406,0,0.440625,0,1.70887,1.90333,2.0319,1.59852,1.4718,0,0.669524,1.08218,0.743348,0.564245,0.793787,1,1,1,1,1,0,6.46147,7.15462,8.78345,5.96126,2.82219,3.3e-05,1.5e-05,2e-06,2.2e-05,0.000133,7.3e-05,4e-05,3e-05,2e-05,2.9e-05,4.1e-05,5e-05
g002872.zip,0,0,0,0,1,0.0368421,0.5,0.130063,0.0873827,0,1,1,1,1,0,1,0.0418848,0,-0.493458,0.0889197,0.433835,0.23229,0.0782237,0,0.0889197,0.433835,0.202184,0.0863308,0,0.0368421,0.0947368,0.0825572,0.0177122,0,0.465969,0,2.16339,0,1.32767,1.38499,1.38646,0,1.08993,0,0.406698,0.593368,0.775376,1,1,1,1,1,0,5.25227,7.76642,3.43436,0.808363,2.626,4.8e-05,6e-06,3e-06,3.5e-05,0.00014,3.2e-05,0.000151,4.5e-05,1.5e-05,4.9e-05,3.2e-05,1.4e-05
g002871.zip,0.0925439,0.104762,0.0984412,0.00303273,0,0.0720721,0.13013,0.0981542,0.00929945,0,0.502448,-0.99,1,0.00308987,0.578628,0,0.029,0,0.0020247,0.0960961,0.102181,0.0990331,0.000890668,0,0.0983341,0.0999571,0.0990229,0.000304842,0,0.0720721,0.0790791,0.079044,0.000325556,0,0.052,1.25059,1.35036,1.02396,1.40446,1.54491,5.49611,0.16349,0.134422,0.000253748,0.0667575,0.177155,2.69288,1,1,1,1,1,0,6.90776,10.8001,5.89663,3.22744,2.66919,0.000383,2e-05,6.3e-05,0.000934,0.010417,0.000392,0.016454,0.001,0.000177,0.000893,0.000329,8.4e-05
g002870.zip,0.0415584,0.0620748,0.0503653,0.00573984,0,0.03003,0.0710711,0.0500501,0.00679148,0,1,0.1,1,0.548416,0.287002,0,0.018,0,-0.0102199,0.0467526,0.0536537,0.0509823,0.000954862,0,0.0492323,0.0528966,0.0510525,0.000569627,0,0.03003,0.038038,0.0379329,0.000647157,0,0.085,1.20075,1.35424,1.01965,1.43879,1.98742,4.38492,0.446078,0.0880848,0.0124794,0.135839,0.19853,2.21207,1,1,1,0,1,0,6.90776,10.1266,5.8286,1.18984,4.63875,0.000276,2e-05,3.2e-05,0.000472,0.000858,0.000262,0.0108,0.000463,9.4e-05,0.000461,0.000222,8.6e-05
g002869.zip,0.461538,0.461538,0.461538,0,1,0.5,0.5,0.5,0,1,1,1,1,1,0,1,0.344828,0,0,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.137931,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.3673,5.31321,2.17137,-0.785227,2.9566,1.6e-05,2e-06,1e-06,5e-06,1.5e-05,6e-06,8e-06,7e-06,4e-06,5e-06,4e-06,2e-06
g002868.zip,0.45584,0.529101,0.495005,0.022788,0,0.305085,0.644068,0.5,0.060044,0,1,1,1,1,0,1,0.216667,0,-0.0413676,0.492829,0.522397,0.507469,0.00810814,0,0.4954,0.516179,0.506112,0.00546001,0,0.305085,0.40678,0.403107,0.0151887,0,0.1,1.02107,1.60944,0,1.0951,1.25853,3.45778,0.121165,0.321356,0,0.160003,0.100928,1.81155,0,0,1,1,0,0,4.09434,6.78559,2.60828,-0.638726,3.247,3.9e-05,2e-06,1e-06,1.2e-05,4.2e-05,1.5e-05,5e-05,2e-05,7e-06,1.9e-05,1.1e-05,5e-06
g002867.zip,0,0.333333,0.0333333,0.0902671,0,0.00724638,0.0289855,0.0215827,0.00524907,0,1,0.00103591,1,0.195409,0.17341,0,0.028777,0,0.127169,0.0108696,0.0289855,0.0226775,0.0031749,0,0.0207039,0.0233494,0.0219584,0.00119911,0,0.00724638,0.0144928,0.0137108,0.00224834,0,0.417266,2.24781,1.66889,1.97151,1.82314,0.723372,2.12676,1.28606,0.629093,0.944295,0.680355,0.0369151,1.26055,1,0,1,0,1,0,4.93447,5.33272,16.5249,14.7226,1.80235,1.7e-05,5e-06,0,5e-06,3.4e-05,1.5e-05,7e-06,8e-06,8e-06,7e-06,1.1e-05,9e-06
g002866.zip,0.333333,0.333333,0.333333,0,1,0.4,0.4,0.4,0,1,1,1,1,1,0,1,0.307692,0,0,0.4,0.4,0.4,0,1,0.4,0.4,0.4,0,1,0.4,0.4,0.4,0,1,0.153846,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.2581,4.86753,2.10389,-0.510908,2.6148,1.4e-05,1e-06,0,6e-06,1.3e-05,5e-06,5e-06,7e-06,3e-06,4e-06,3e-06,1e-06
g002865.zip,0.142857,0.242105,0.202292,0.0264572,0,0.10101,0.313131,0.205253,0.0428283,0,0.492126,-1,1,-0.0227559,0.585288,0,0.1,0,-0.078086,0.198232,0.232955,0.214855,0.00781764,0,0.20683,0.223611,0.214793,0.00505971,0,0.10101,0.151515,0.148586,0.00906787,0,0.2,1.33121,1.34767,1.04345,1.25877,1.13205,2.76766,0.31604,0.0180549,0.0226265,0.226795,0.0913936,1.49554,0,1,1,1,1,0,4.60517,6.92363,4.80505,3.31337,1.49169,3e-05,7e-06,1e-06,1.6e-05,5.9e-05,1.8e-05,4.7e-05,2e-05,8e-06,2.1e-05,1.6e-05,8e-06
g002863.zip,0,0,0,0,1,0.00314961,0.00314961,0.00314961,0,1,1,1,1,1,0,1,0.00314713,0,0,0.00314961,0.00314961,0.00314961,0,1,0.00314961,0.00314961,0.00314961,0,1,0.00314961,0.00314961,0.00314961,0,1,0.472856,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7.14756,7.84071,6.54106,2.936,3.60506,4.7e-05,2.1e-05,4e-06,4.2e-05,0.000251,6.7e-05,3.1e-05,5.6e-05,3.3e-05,5.8e-05,4.3e-05,5e-05
g002862.zip,0,0.5,0.216667,0.171144,0,0.00958466,0.0159744,0.0132272,0.00200637,0,1,1e-05,1,0.209297,0.406725,0,0.0127389,0,0.186946,0.0103834,0.0159744,0.0134728,0.00117138,0,0.0126557,0.0139473,0.0133475,0.00053129,0,0.00958466,0.00958466,0.00958466,0,1,0.375796,1.0672,1.24216,1.39724,1.29881,0.916291,0,0.278691,0.108606,0.887762,0.150364,0.226549,0,1,0,1,1,0,1,5.74939,6.47697,13.9871,11.8243,2.16282,2.3e-05,7e-06,1e-06,1.3e-05,7.5e-05,2.9e-05,1.8e-05,1.8e-05,1.1e-05,1.6e-05,2.1e-05,1.9e-05
g002861.zip,0.192093,0.206956,0.199986,0.00453739,0,0.15493,0.255086,0.2,0.0154976,0,1,0.252396,1,0.342624,0.0883581,0,0.059375,0,-0.00510592,0.197645,0.204939,0.201207,0.00127991,0,0.199531,0.203792,0.201188,0.000632117,0,0.15493,0.167449,0.167327,0.000958516,0,0.0375,1.01692,1.40323,2.61796,1.39007,2.1447,4.79104,0.134738,0.0649799,1.43867,0.037336,0.680145,2.41922,0,1,1,1,1,0,6.46147,10.6188,8.57623,3.78935,4.78687,0.000631,1.6e-05,6.6e-05,0.000828,0.001894,0.00031,0.016695,0.000833,0.008275,0.000743,0.000279,5.3e-05
g002859.zip,0.247605,0.250299,0.248557,0.000533497,0,0.249121,0.249121,0.249121,0,1,1,0.00200773,1,0.00352863,0.00356164,0,0.0489581,0,1,0.249121,0.249121,0.249121,0,1,0.249121,0.249121,0.249121,0,1,0.249121,0.249121,0.249121,0,1,0.00652774,1.84941,0,8.73414,0,0,0,0.609711,0,3.72893,0,0,0,1,1,1,1,1,1,8.28979,14.4964,5.38648,0.0221437,5.36434,0.093002,8.5e-05,0.003199,0.063624,0.18729,0.018368,6.74753,0.065757,0.006936,0.072171,0.014668,0.000195
g002858.zip,0,0.133333,0.0111111,0.0333333,0,0.00628931,0.0503145,0.0188679,0.00964133,0,1,0.414286,1,0.520298,0.141112,0,0.025,0,0.0024388,0.0125786,0.0503145,0.0238206,0.0066131,0,0.0212439,0.0265049,0.0239222,0.00174618,0,0.00628931,0.0125786,0.0115173,0.00235554,0,0.50625,2.44074,1.62774,2.23327,1.72812,1.04711,1.6349,1.37699,0.703162,1.29912,0.638759,0.0609038,1.01844,1,1,1,1,1,0,5.07517,5.48064,7.97061,5.94465,2.02596,1.9e-05,5e-06,0,6e-06,0.008186,1.9e-05,9e-06,9e-06,8e-06,8e-06,1.2e-05,1.2e-05
g002857.zip,0.336842,0.45614,0.391703,0.0296649,0,0.271186,0.559322,0.396045,0.061887,0,0.523538,-1,1,0.038174,0.585209,0,0.183333,0,-0.0244912,0.381356,0.43552,0.405946,0.0102408,0,0.39548,0.422732,0.406971,0.00675579,0,0.271186,0.305085,0.300847,0.00960036,0,0.116667,1.31257,1.49489,1.02191,1.42339,1.36224,2.01009,0.283689,0.189415,0.0778309,0.00239125,0.382419,1.15269,1,1,0,1,1,0,4.09434,6.55251,4.58412,3.0873,1.49681,3.1e-05,3e-06,1e-06,1.3e-05,4.5e-05,1.2e-05,3.6e-05,1.6e-05,8e-06,1.6e-05,1.1e-05,5e-06
g002856.zip,0,0.1,0.00833333,0.0276385,0,0.000735835,0.00883002,0.00282106,0.000607324,0,1,1e-06,1,0.0901456,0.286384,0,0.00294118,0,0.0136793,0.00147167,0.00515085,0.0029547,0.000369244,0,0.00220751,0.00351566,0.0030246,0.000318975,0,0.000735835,0.00220751,0.00195537,0.000350362,0,0.4125,2.40613,2.78666,2.32167,2.20869,1.77345,0.925799,1.39007,0.619526,1.35126,0.717801,0.825437,0.520892,1,1,1,1,0,0,7.21524,7.86596,16.6508,14.6359,2.01497,5.5e-05,2.7e-05,4e-06,4.7e-05,0.000306,0.000119,6.7e-05,5.9e-05,3.6e-05,5.9e-05,8e-05,9e-05
g002855.zip,0.200105,0.20457,0.202659,0.00140408,0,0.172251,0.235079,0.202444,0.00918395,0,1,2.59189e-08,1,0.0721545,0.0720414,0,0.043956,0,-0.00221675,0.201264,0.204263,0.202861,0.000421933,0,0.201616,0.204107,0.202841,0.00023958,0,0.172251,0.180628,0.180587,0.00037459,0,0.014652,1.03578,1.37275,2.29124,1.40048,2.83587,5.38087,0.205398,0.0320742,1.09437,0.0254584,0.210771,2.65125,0,1,1,1,0,0,7.55538,12.8198,0.46056,-5.35956,5.82012,0.013725,4e-05,0.000621,0.006694,0.032398,0.010488,0.445917,0.019216,0.001272,0.018848,0.002155,0.000174
g002854.zip,0.786325,0.796051,0.790435,0.00261893,0,0.697987,0.879195,0.79123,0.0323371,0,0.498304,-1,1,-0.00161502,0.584033,0,0.32,0,-0.0148939,0.789136,0.796542,0.792571,0.00142561,0,0.790863,0.794269,0.792547,0.000925504,0,0.697987,0.711409,0.71132,0.00109231,0,0.0333333,1.33002,1.37922,1.02885,1.33658,1.1473,5.00399,0.468568,0.302531,0.00965651,0.0498552,0.0606837,2.57449,1,0,1,0,0,0,5.01064,9.08727,4.18367,2.37854,1.80513,0.00038,5e-06,1.2e-05,0.000166,0.000493,7.8e-05,0.001589,0.000192,3.7e-05,0.000163,4.7e-05,1.2e-05
g002853.zip,0.340716,0.504129,0.345668,0.0280121,0,0.00156006,0.00468019,0.00452921,0.000469529,0,0.708519,-0.411765,1,0.29393,0.407304,0,0.00203596,0,0.483051,0.00312012,0.0046273,0.00455438,0.000226806,0,0.00312012,0.0046273,0.00387371,0.000615303,0,0.00156006,0.00452154,0.00438319,0.000430819,0,0.0164199,3.46671,2.41046,1.02998,2.41046,0.916291,2.43778,1.86873,1.36124,0.000622267,1.36124,2.36683e-10,1.36773,1,0,1,0,1,0,10.5406,14.9908,7.57781,1.92054,5.65727,0.003992,0.012851,0.005194,0.109764,0.322328,0.064339,2.23039,0.132076,0.029416,0.115408,0.041888,0.003447
g002852.zip,0.090421,0.111327,0.0990992,0.00476094,0,0.0700701,0.13013,0.099015,0.0094285,0,0.504913,-0.99,1,0.00767439,0.576775,0,0.03,0,0.000989618,0.0973068,0.103115,0.0999123,0.000904482,0,0.098657,0.101992,0.0999802,0.000462937,0,0.0700701,0.0800801,0.079955,0.000737878,0,0.049,1.52255,1.38747,1.02801,1.38819,2.35,4.44939,0.288326,0.0404261,0.00277076,0.0574896,0.895582,2.22915,1,0,0,1,1,0,6.90776,10.8089,5.90991,3.21696,2.69295,0.000384,2e-05,6.3e-05,0.000945,0.002434,0.000374,0.016591,0.001057,0.000179,0.009018,0.000331,8.6e-05
g002851.zip,0,0,0,0,1,0.010101,0.0707071,0.0252525,0.0144624,0,1,0.1,1,0.5464,0.273216,0,0.03,0,-0.102986,0.0151515,0.0707071,0.0350541,0.0109583,0,0.0286195,0.0407782,0.0338746,0.00370095,0,0.010101,0.020202,0.0167677,0.00478494,0,0.54,0,1.55025,1.12032,1.59838,1.23242,0.898668,0,0.72415,0.0897357,0.627513,0.430978,0.516124,1,1,0,1,1,0,4.60517,4.82831,4.75338,2.95721,1.79617,1.3e-05,6e-06,0,4e-06,2.4e-05,1.2e-05,5e-06,7e-06,6e-06,6e-06,8e-06,7e-06
g002850.zip,0,1,0.0416667,0.199826,0,0.000424628,0.00509554,0.00163904,0.000354037,0,1,1e-05,1,0.0638177,0.244347,0,0.00212224,0,0.245701,0.000849257,0.00283086,0.00169407,0.000239117,0,0.00136921,0.00212314,0.00189693,0.000231585,0,0.000424628,0.00127389,0.00112159,0.000211037,0,0.418506,3.13738,3.04527,2.69107,2.15951,1.3927,1.14218,1.7205,0.747021,1.51959,0.201295,0.756576,0.585447,1,1,1,1,0,0,7.76472,8.42222,14.618,12.3398,2.27821,8.3e-05,4.6e-05,6e-06,7.1e-05,0.000531,0.000216,0.000111,0.000112,6.6e-05,9.6e-05,0.000143,0.000192
g002849.zip,0.487923,0.543561,0.505266,0.0145468,0,0.35443,0.658228,0.5,0.0558972,0,1,1,1,1,0,1,0.2125,0,-0.0373899,0.491501,0.524225,0.506495,0.00635648,0,0.491825,0.524225,0.50711,0.00676528,0,0.35443,0.405063,0.403956,0.00698894,0,0.0875,1.55881,1.4269,0,1.42185,1.66658,3.74238,0.749541,0.113503,0,0.0350207,0.491332,1.98497,1,1,1,1,1,0,4.38203,7.36518,2.77109,-0.880509,3.65159,5.8e-05,3e-06,2e-06,2.2e-05,0.000132,2.2e-05,0.00011,3.1e-05,1e-05,3.2e-05,1.7e-05,6e-06
g002848.zip,1,1,1,0,1,1,1,1,0,1,0.152798,-1,0.790613,2.40988e-05,0.023955,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.00333333,0,0,6.09401,0,0,0,0,0,1.02961,0,0,0,1,1,0,1,1,1,5.70378,10.7111,9.39812,7.54398,1.85414,8e-06,8e-06,6.1e-05,0.000808,0.002385,0,1e-06,1e-06,2e-06,1e-06,1e-06,0
g002847.zip,0,0,0,0,1,0.00200401,0.0220441,0.00801603,0.00365587,0,1,0.1,1,0.5458,0.287754,0,0.008,0,0.029347,0.00400802,0.0220441,0.00968396,0.00221075,0,0.0093557,0.0104208,0.00987508,0.000332272,0,0.00200401,0.00601202,0.00522244,0.00117327,0,0.426,0,1.56138,1.02438,2.01292,1.0738,1.48438,0,0.572576,0.019168,0.642756,0.234146,0.785918,1,1,0,1,1,0,6.21461,6.90776,5.57421,2.6026,2.97161,3.1e-05,1.1e-05,1e-06,1.9e-05,0.000107,5.7e-05,3.2e-05,2.2e-05,1.5e-05,2.4e-05,3.1e-05,3.7e-05
g002846.zip,0,0.5,0.188889,0.202715,0,0.00336134,0.00840336,0.00647454,0.00111221,0,1,1e-05,1,0.148173,0.355146,0,0.00671141,0,0.266317,0.00420168,0.00840336,0.00660985,0.0006305,0,0.0052521,0.00695685,0.00627508,0.000672535,0,0.00336134,0.00504202,0.00451469,0.000779865,0,0.384228,0.982842,1.2654,1.77948,1.56699,0.989774,0.972436,0.432041,0.0315267,1.09246,0.173929,0.412364,0.589303,1,1,1,1,0,0,6.39024,7.04578,14.1743,11.8952,2.2791,2.9e-05,1.2e-05,2e-06,2.4e-05,0.000134,5.3e-05,2.7e-05,2.9e-05,1.8e-05,2.7e-05,3.7e-05,3.8e-05
g002845.zip,0,0,0,0,1,0.000488043,0.00195217,0.00175029,0.000283393,0,1,0.384615,1,0.673558,0.307121,0,0.00195122,0,0.370077,0.000976086,0.00195217,0.00177872,0.00016865,0,0.00122011,0.0018518,0.00154769,0.000240427,0,0.000488043,0.000976086,0.000975372,1.86562e-05,0,0.407317,0,1.47114,0.700574,1.56274,0.932056,6.52552,0,0.739091,0.115201,0.677936,0.101369,3.29891,1,0,1,0,0,0,7.6256,8.20958,6.67631,2.90234,3.77398,7.6e-05,4.3e-05,5e-06,4.9e-05,0.000424,0.00019,5.9e-05,8.3e-05,5.4e-05,7.9e-05,0.000129,0.000149
g002844.zip,0,0,0,0,1,0.0029304,0.0029304,0.0029304,0,1,1,0.909091,1,0.954467,0.0287228,0,0.000488281,0,0,0.0029304,0.0029304,0.0029304,0,1,0.0029304,0.0029304,0.0029304,0,1,0.0029304,0.0029304,0.0029304,0,1,0.5,0,0,1.02276,0,0,0,0,0,0.003729,0,0,0,1,1,1,1,1,1,8.31777,10.1095,9.4902,5.27057,4.21963,0.000143,6.3e-05,4.8e-05,0.000457,0.009594,0.000289,0.000751,0.000477,0.000157,0.000475,0.000185,0.000202
