fname,n,m,comments
g000732.zip,3034,6068,NAME: Toroidal Grid 2D random graph using rudy library in python. Weights computed via the -1 with probability p and 1 with probability 1-p distribution. || COMMENT: Graph parameters: h=82; seed=-1; w=37 Weight distribution parameters: alpha=0.850557617398; seed=1729. || TYPE: Random Graphs
g000733.zip,810,63815,NAME: Powerlaw cluster random graph using networkx library in python. Weights computed via the beta distribution. || COMMENT: Graph parameters: m=90; n=810; p=0.769949612035; seed=1729 Weight distribution parameters: alpha=7.0; beta=10.0; seed=1729. || TYPE: Random Graphs
g000734.zip,2076,4072,"NAME: wrp3-99. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name   ""wrp3-99.stp"", Remark ""Group Steiner Tree problem from VLSI wire routing"", End"
g000735.zip,57,83,"NAME: es20fst04. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es20fst04"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g000736.zip,4255,5829350,NAME: Regular random graph using networkx library in python. Weights computed via the -1 with probability p and 1 with probability 1-p distribution. || COMMENT: Graph parameters: d=2740; n=4255; seed=1729 Weight distribution parameters: alpha=0.963982110714; seed=1729. || TYPE: Random Graphs
g000737.zip,83,96,"NAME: es50fst08. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es50fst08"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g000738.zip,3236,648768,"NAME: Random Shell random graph using networkx library in python. Weights computed via the triangular distribution. || COMMENT: Graph parameters: seed=1729; tuple=[(778,134397,0.225624140021),(709,91000,0.333305788883),(372,3690,0.65390660314),(228,1387,0.184130455811),(1149,585947,0.713878265194)] Weight distribution parameters: low=-6.0; high=48.0; mode=-0.617134312191; seed=1729. || TYPE: Random Graphs"
g000739.zip,1400,11100,"NAME: a1400RandGraph.2. || COMMENT: SECTION Comment, Name 	 ""n1400_l2.0_rand-graph"", Creator 	""Indaco Biazzo"", Remark"
g000740.zip,585,74000,NAME: Barabasi Albert random graph using networkx library in python. Weights computed via the triangular distribution. || COMMENT: Graph parameters: m=185; n=585; seed=1729 Weight distribution parameters: low=-2.0; high=50.0; mode=38.9830928808; seed=1729. || TYPE: Random Graphs
g000741.zip,1119,2251,"NAME: wrp3-50. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name   ""wrp3-50.stp"", Remark ""Group Steiner Tree problem from VLSI wire routing"", End"
g000742.zip,188,3885,"NAME: mulsol.i.2 || COMMENT: c File:  mulsol.i.2.col, c, c SOURCE: Gary Lewandowski (gary@cs.wisc.edu), c, c DESCRIPTION: Coloring problem generated from a register allocation, c              problem based on real code., c, c graph #2 from register allocation file mulsol.i"
g000743.zip,320,51040,"NAME: i320-222. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000744.zip,70,2388,"NAME: pr_6b.txt || COMMENT: Processed from file bqpgka.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html; Pardalos and Rogers (1989) file 6b, labeled as ""Gulati experiments"""
g000745.zip,800,4694,"NAME: g14.rud || COMMENT: instances generated by helmberg and rendl (2000) who used rudy, a machine independent graph generator by giovanni rinaldi to create 54 instances ranging from n=80 to 3000. they consist of toroidal, planar and random graphs with wieghts taking values -1 0 or 1. burer (2001) and festa et al (2002) used these graphs in their experiments"
g000746.zip,157,226,"NAME: es60fst13. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es60fst13"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g000747.zip,3244,403108,"NAME: Random Shell random graph using networkx library in python. Weights computed via the exponential distribution. || COMMENT: Graph parameters: seed=1729; tuple=[(281,24329,0.0737164630883),(157,1413,0.676655300799),(608,34041,0.477635788036),(816,130517,0.152917202253),(303,13139,0.336615758264),(265,662,0.120400265604),(814,266693,0.746203492361)] Weight distribution parameters: lambda=12.6865957456; seed=1729. || TYPE: Random Graphs"
g000748.zip,80,632,"NAME: i080-244. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000749.zip,730,110518,NAME: Erdos Renyi random graph using networkx library in python. Weights computed via the normal distribution. || COMMENT: Graph parameters: n=730; p=0.416266818269; seed=1729 Weight distribution parameters: mu=17.8913351404; sigma=14.2559881103; seed=1729. || TYPE: Random Graphs
g000750.zip,30,57,NAME: mapofindia || COMMENT: # http://www.dharwadker.org/vertex_coloring/ # map of india # chromatic number 4
g000751.zip,160,2544,"NAME: i160-142. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000752.zip,8017,14753,"NAME: lin27. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000753.zip,100,4455,NAME: w09_100.2 || COMMENT: biqmac_all/mac/rudy data set
g000754.zip,80,3128,NAME: pm1d_80.0 || COMMENT: biqmac_all/mac/rudy data set
g000755.zip,661,64117,NAME: Watts-Strogatz random graph using networkx library in python. Weights computed via the normal distribution. || COMMENT: Graph parameters: k=194; n=661; p=0.946874791545; seed=1729 Weight distribution parameters: mu=16.9995029078; sigma=35.3831800221; seed=1729. || TYPE: Random Graphs
g000756.zip,3,3,NAME: Simplex random graph using rudy library in python. Weights computed via the pareto distribution. || COMMENT: Graph parameters: dim=2; seed=-1; sum=1 Weight distribution parameters: alpha=2.6474285539; seed=1729. || TYPE: Random Graphs
g000757.zip,200,15771,NAME: be200.8.4.sparse || COMMENT: biqmac_all/biq/be/ data set
g000758.zip,75,150,"NAME: b10. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000759.zip,640,40896,"NAME: i640-344. || COMMENT: SECTION Comment, Name ""i640-344-PCST"", Creator ""Indaco Biazzo"" , Remark ""derived from Incidence graph by Cees Duin"""
g000760.zip,132,230,"NAME: wrp3-23-1000s. || COMMENT: SECTION Comment, Name ""wrp3-23-1000s"", Creator ""Bernd Zey"", Problem ""Stochastic Steiner Tree Problem"", # Stochastic Steiner tree problem instance, base file: wrp3-23.stp, # weight-scaling on, factor=0.010000 (for ""big-M"" edges), # parameters:, # distribution=equal, # selectRootRandomly=0, # probabilityTerminal=33, # probabilityNonTerminal=5, # 2nd stage edge-costs in [1.1000c_e, 1.3000c_e]"
g000761.zip,21,90,NAME: Simplex random graph using rudy library in python. Weights computed via the uniform distribution. || COMMENT: Graph parameters: dim=5; seed=-1; sum=2 Weight distribution parameters: a=3.0; b=87.0; seed=1729. || TYPE: Random Graphs
g000762.zip,250,31125,NAME: ising2.5-250_5555 || COMMENT: biqmac_all/mac/ising data set
g000763.zip,320,10208,"NAME: i320-344. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000764.zip,4370,632131,NAME: Dense GNM random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: m=632131.0; n=4370; seed=1729 Weight distribution parameters: alpha=17.6555469536; beta=2.59766515382; seed=1729. || TYPE: Random Graphs
g000765.zip,80,350,"NAME: i080-315. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000766.zip,1055,1473,"NAME: d493fst. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""d493fst"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g000767.zip,2101,3018,NAME: Planar random graph using rudy library in python. Weights computed via the uniform integer distribution. || COMMENT: Graph parameters: density=47.9360690312; seed=1729; size=2101 Weight distribution parameters: a=5.0; b=59.0; seed=1729. || TYPE: Random Graphs
g000769.zip,320,640,"NAME: i320-131. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000770.zip,3375,10125,NAME: Torusg_3_15 || COMMENT: From Dimacs 7
g000771.zip,4053,5447232,NAME: Regular random graph using networkx library in python. Weights computed via the weibull distribution. || COMMENT: Graph parameters: d=2688; n=4053; seed=1729 Weight distribution parameters: alpha=19.9729129095; beta=1.64371396384; seed=1729. || TYPE: Random Graphs
g000772.zip,320,10208,"NAME: i320-245. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000773.zip,50,124,NAME: bqp50_7.txt || COMMENT: Processed from file bqp50.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html
g000774.zip,388,8406,"NAME: Random Shell random graph using networkx library in python. Weights computed via the beta distribution. || COMMENT: Graph parameters: seed=1729; tuple=[(388,15923,0.527921793773)] Weight distribution parameters: alpha=10.0; beta=3.0; seed=1729. || TYPE: Random Graphs"
g000775.zip,10553,20066,"NAME: diw0819. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""DIW0819"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g000776.zip,27,135,NAME: i110.txt || COMMENT: \f0\fs26 \cf0 #http://www.maths.gla.ac.uk/~es/srgraphs.html\
g000777.zip,5021,9055,"NAME: alut2566. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""ALUT2566"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g000778.zip,40,240,NAME: i165.txt || COMMENT: \f0\fs26 \cf0 #http://www.maths.gla.ac.uk/~es/srgraphs.html\
g000779.zip,1334,1927,"NAME: es500fst15. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es500fst15"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g000780.zip,13,39,"NAME: p39 || COMMENT: # graphs from a website, used for isomorphism testing. # http://funkybee.narod.ru/graphs.htm"
g000781.zip,100,495,NAME: pw01_100.6 || COMMENT: biqmac_all/mac/rudy data set
g000782.zip,320,640,"NAME: i320-035. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000783.zip,888,96792,NAME: Connected Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the weibull distribution. || COMMENT: Graph parameters: k=219; n=888; p=0.754722154136; seed=1729 Weight distribution parameters: alpha=8.37131012882; beta=2.96872575006; seed=1729. || TYPE: Random Graphs
g000784.zip,805,42665,NAME: Connected Newman-Watts-Strogatz random graph using networkx library in python. Weights computed via the gamma distribution. || COMMENT: Graph parameters: k=107; n=805; p=0.553365046671; seed=1729 Weight distribution parameters: alpha=15.0887447701; beta=3.93573949058; seed=1729. || TYPE: Random Graphs
g000785.zip,3041,5693,"NAME: alut1181. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""ALUT1181"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g000786.zip,693,84200,NAME: Dense GNM random graph using networkx library in python. Weights computed via the weibull distribution. || COMMENT: Graph parameters: m=84200.0; n=693; seed=1729 Weight distribution parameters: alpha=16.7554834675; beta=7.32630370685; seed=1729. || TYPE: Random Graphs
g000787.zip,640,40896,"NAME: i640-043. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000788.zip,2342,2404777,NAME: Dense GNM random graph using networkx library in python. Weights computed via the pareto distribution. || COMMENT: Graph parameters: m=2404777.0; n=2342; seed=1729 Weight distribution parameters: alpha=2.68714789199; seed=1729. || TYPE: Random Graphs
g000789.zip,80,632,"NAME: i080-343. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000790.zip,216,323,"NAME: lin105fst. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""lin105fst"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g000791.zip,25,29,"NAME: p59 || COMMENT: # graphs from a website, used for isomorphism testing. # http://funkybee.narod.ru/graphs.htm"
g000792.zip,100,482,NAME: bqp100_2.txt || COMMENT: Processed from file bqp100.txt from https://files.nyu.edu/jeb21/public/jeb/orlib/bqpinfo.html
g000793.zip,320,1845,"NAME: i320-311. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000794.zip,3023,5575,"NAME: diw0801. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""DIW0801"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g000795.zip,940,1474,"NAME: alue7229. || COMMENT: 33d32945 STP File, STP Format Version  1.00, Section Comment, Name    ""ALUE7229"", Creator ""Alexander Martin and Thorsten Koch"", Remark  ""Real world VLSI problem"", End"
g000796.zip,674,54706,NAME: Dense GNM random graph using networkx library in python. Weights computed via the normal distribution. || COMMENT: Graph parameters: m=54706.0; n=674; seed=1729 Weight distribution parameters: mu=3.95563844117; sigma=57.5098551096; seed=1729. || TYPE: Random Graphs
g000797.zip,3000,24045,"NAME: a3000RandGraph.1.2. || COMMENT: SECTION Comment, Name 	 ""n3000_l1.2_rand-graph"", Creator 	""Indaco Biazzo"", Remark"
g000798.zip,225,323,"NAME: es90fst11. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es90fst11"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g000799.zip,75,150,"NAME: b12. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
g000800.zip,69,93,"NAME: es30fst08. || COMMENT: 33d32945 STP File, STP Format Version 1.00, Section Comment, Name    ""es30fst08"", Creator ""Martin Zachariasen, David Warme"", Remark  ""Reduced rectilinear graph from FST generator GeoSteiner"", End"
g000801.zip,400,1442,"NAME: K400.7. || COMMENT: SECTION Comments, Name ""K400.7"", Creator ""JMP99"", Problem ""Prize-Collecting Steiner Problem in Graphs"""
g000802.zip,3956,1034494,NAME: Regular random graph using networkx library in python. Weights computed via the weibull distribution. || COMMENT: Graph parameters: d=523; n=3956; seed=1729 Weight distribution parameters: alpha=5.29665999549; beta=16.6852351522; seed=1729. || TYPE: Random Graphs
g000803.zip,640,960,"NAME: i640-005. || COMMENT: 33D32945 STP File, STP Format Version 1.0"
